Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.300, 1, CutInVehicle, 85.000, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.571
1.325, 0, Ego, 27.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.263
1.325, 1, CutInVehicle, 85.278, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.364
1.350, 0, Ego, 27.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.454
1.350, 1, CutInVehicle, 85.556, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.158
1.375, 0, Ego, 27.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.644
1.375, 1, CutInVehicle, 85.833, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.952
1.400, 0, Ego, 28.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.835
1.400, 1, CutInVehicle, 86.111, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.462
1.425, 0, Ego, 28.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.025
1.425, 1, CutInVehicle, 86.389, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.256
1.450, 0, Ego, 29.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.216
1.450, 1, CutInVehicle, 86.667, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.049
1.475, 0, Ego, 29.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.123
1.475, 1, CutInVehicle, 86.944, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.843
1.500, 0, Ego, 30.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.314
1.500, 1, CutInVehicle, 87.222, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.637
1.525, 0, Ego, 30.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.504
1.525, 1, CutInVehicle, 87.500, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.430
1.550, 0, Ego, 30.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.694
1.550, 1, CutInVehicle, 87.778, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.224
1.575, 0, Ego, 31.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.885
1.575, 1, CutInVehicle, 88.056, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 6.018
1.600, 0, Ego, 31.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.792
1.600, 1, CutInVehicle, 88.333, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.528
1.625, 0, Ego, 32.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.983
1.625, 1, CutInVehicle, 88.611, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.322
1.650, 0, Ego, 32.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.173
1.650, 1, CutInVehicle, 88.889, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.115
1.675, 0, Ego, 32.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.364
1.675, 1, CutInVehicle, 89.167, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.909
1.700, 0, Ego, 33.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.554
1.700, 1, CutInVehicle, 89.444, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.703
1.725, 0, Ego, 33.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.461
1.725, 1, CutInVehicle, 89.722, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.496
1.750, 0, Ego, 34.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.652
1.750, 1, CutInVehicle, 90.000, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.290
1.775, 0, Ego, 34.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.842
1.775, 1, CutInVehicle, 90.278, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 6.084
1.800, 0, Ego, 35.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.033
1.800, 1, CutInVehicle, 90.556, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.594
1.825, 0, Ego, 35.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.223
1.825, 1, CutInVehicle, 90.833, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.388
1.850, 0, Ego, 35.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.131
1.850, 1, CutInVehicle, 91.111, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.181
1.875, 0, Ego, 36.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.321
1.875, 1, CutInVehicle, 91.389, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.975
1.900, 0, Ego, 36.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.512
