Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
2.675, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.700, 0, Ego, 50.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.908
2.700, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.725, 0, Ego, 50.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.098
2.725, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.750, 0, Ego, 50.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.289
2.750, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.775, 0, Ego, 51.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.196
2.775, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.800, 0, Ego, 51.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.386
2.800, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.825, 0, Ego, 52.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.577
2.825, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.850, 0, Ego, 52.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.767
2.850, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.875, 0, Ego, 52.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.958
2.875, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.900, 0, Ego, 53.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.148
2.900, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
2.925, 0, Ego, 53.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.056
2.925, 1, TargetBlocking, 500.000, -13.000, 0.000, 1.570, 0.000, 0.000, 0.000, 0.000, 0.000
