Version: 2, OpenDRIVE: ./circle.xodr, 3DModel: ./circle.osgb
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
0.750, 1, Sedan2, -4.827, -70.503, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 0.619
0.750, 2, Sedan3, 91.594, 1.334, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 0.619
0.750, 3, Sedan4, -78.911, 2.983, 0.000, 1.690, 0.000, 0.000, 17.882, -0.047, 0.619
0.775, 0, Sedan, -144.183, 13.604, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 1.896
0.775, 1, Sedan2, -4.811, -70.056, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 1.896
0.775, 2, Sedan3, 91.147, 1.326, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 1.896
0.775, 3, Sedan4, -78.963, 3.427, 0.000, 1.683, 0.000, 0.000, 17.882, -0.047, 1.896
0.800, 0, Sedan, -143.736, 13.609, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.173
0.800, 1, Sedan2, -4.795, -69.610, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 3.173
0.800, 2, Sedan3, 90.700, 1.318, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.173
0.800, 3, Sedan4, -79.012, 3.872, 0.000, 1.677, 0.000, 0.000, 17.882, -0.047, 3.173
0.825, 0, Sedan, -143.289, 13.615, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.450
0.825, 1, Sedan2, -4.779, -69.163, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 4.450
0.825, 2, Sedan3, 90.253, 1.309, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 4.450
0.825, 3, Sedan4, -79.057, 4.316, 0.000, 1.670, 0.000, 0.000, 17.882, -0.047, 4.450
0.850, 0, Sedan, -142.842, 13.620, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 5.728
0.850, 1, Sedan2, -4.763, -68.716, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 5.728
0.850, 2, Sedan3, 89.807, 1.301, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 5.728
0.850, 3, Sedan4, -79.100, 4.761, 0.000, 1.663, 0.000, 0.000, 17.882, -0.047, 5.728
0.875, 0, Sedan, -142.395, 13.626, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 0.722
0.875, 1, Sedan2, -4.747, -68.269, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 0.722
0.875, 2, Sedan3, 89.360, 1.292, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 0.722
0.875, 3, Sedan4, -79.140, 5.207, 0.000, 1.656, 0.000, 0.000, 17.882, -0.047, 0.722
0.900, 0, Sedan, -141.948, 13.632, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 1.999
0.900, 1, Sedan2, -4.731, -67.823, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 1.999
0.900, 2, Sedan3, 88.913, 1.284, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 1.999
0.900, 3, Sedan4, -79.177, 5.652, 0.000, 1.650, 0.000, 0.000, 17.882, -0.047, 1.999
0.925, 0, Sedan, -141.501, 13.637, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.276
0.925, 1, Sedan2, -4.715, -67.376, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 3.276
0.925, 2, Sedan3, 88.466, 1.275, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.276
0.925, 3, Sedan4, -79.210, 6.098, 0.000, 1.643, 0.000, 0.000, 17.882, -0.047, 3.276
0.950, 0, Sedan, -141.054, 13.643, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.553
0.950, 1, Sedan2, -4.699, -66.929, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 4.553
0.950, 2, Sedan3, 88.019, 1.267, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 4.553
0.950, 3, Sedan4, -79.241, 6.544, 0.000, 1.636, 0.000, 0.000, 17.882, -0.047, 4.553
0.975, 0, Sedan, -140.607, 13.648, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 5.831
0.975, 1, Sedan2, -4.683, -66.482, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 5.831
