Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
0.825, 0, Ego, 18.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.587
0.825, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.825, 2, LeadVehicle, 57.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.587
0.850, 0, Ego, 19.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.777
0.850, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.850, 2, LeadVehicle, 57.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.777
0.875, 0, Ego, 19.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.968
0.875, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.875, 2, LeadVehicle, 57.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.968
0.900, 0, Ego, 20.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.158
0.900, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.900, 2, LeadVehicle, 58.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.158
0.925, 0, Ego, 20.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.065
0.925, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.925, 2, LeadVehicle, 58.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.065
0.950, 0, Ego, 20.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.256
0.950, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.950, 2, LeadVehicle, 59.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.256
0.975, 0, Ego, 21.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.446
0.975, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.975, 2, LeadVehicle, 59.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.446
1.000, 0, Ego, 21.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.637
1.000, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.000, 2, LeadVehicle, 60.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.637
1.025, 0, Ego, 22.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.827
1.025, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.025, 2, LeadVehicle, 60.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.827
1.050, 0, Ego, 22.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.018
1.050, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.050, 2, LeadVehicle, 60.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.018
1.075, 0, Ego, 22.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.925
1.075, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.075, 2, LeadVehicle, 61.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.925
1.100, 0, Ego, 23.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.115
1.100, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.100, 2, LeadVehicle, 61.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.115
1.125, 0, Ego, 23.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.306
1.125, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.125, 2, LeadVehicle, 62.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.306
